DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
6,0611,3,2015,14,7,6,0611,29,20,4,4,320,320,4,4,NEOG,NEOG
10,1017,2,2015,17,9,10,1017,27,26,4,4,320,320,4,4,31,23
10,1017,3,2015,23,9,10,1017,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1610,1,2015,28,11,16,1610,26,19,1,1,320,320,4,3,34,NEOG
16,1610,3,2015,30,12,16,1601,999,999,9,9,320,320,9,9,52,NEOG
22,2205,1,2015,25,11,22,2205,41,35,4,4,320,320,9,4,52,NEOG
22,2205,1,2015,19,11,22,2205,41,999,4,9,320,320,1,9,52,IGNORADO
22,2205,1,2015,30,10,22,2205,46,44,4,4,320,320,2,2,61,75
22,2205,1,2015,3,12,22,2205,29,22,4,9,320,320,3,1,81,23
22,2205,1,2015,3,11,22,2205,22,25,4,4,320,320,4,4,31,23
22,2205,2,2015,3,11,22,2205,40,26,4,4,320,320,4,3,NEOG,NEOG
22,2205,3,2015,16,12,22,2205,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2205,6,2015,10,11,22,2205,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1109,1,2015,30,12,1,0108,46,31,9,9,320,320,9,9,52,NEOG
11,1109,1,2015,28,9,11,1109,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
11,1109,1,2015,21,8,11,1109,999,999,9,9,320,320,9,9,61,NEOG
5,0512,2,2015,2,10,1,0101,999,999,9,9,320,320,9,9,61,IGNORADO
5,0512,4,2015,2,11,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0512,4,2015,6,11,2,0202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2006,1,2015,3,11,20,2006,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1014,1,2015,3,12,10,1014,27,27,4,9,320,320,4,9,NEOG,NEOG
16,1609,3,2015,8,10,16,1609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0511,1,2015,14,10,5,0511,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0511,1,2015,15,12,5,0511,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0511,1,2015,6,5,5,0511,45,999,4,9,320,320,2,9,83,IGNORADO
10,1010,3,2015,19,9,10,1010,18,18,4,1,320,320,3,2,83,NEOG
10,1013,1,2015,24,1,10,1013,31,23,1,1,320,320,9,4,NEOG,NEOG
12,1217,1,2015,24,10,12,1217,29,21,4,4,320,320,4,2,33,NEOG
12,1217,1,2015,27,10,12,1217,30,29,4,4,320,320,1,1,IGNORADO,IGNORADO
12,1217,1,2015,2,12,12,1217,30,27,4,4,320,320,3,4,33,33
12,1217,2,2015,22,10,12,1217,19,18,4,4,320,320,3,4,NEOG,NEOG
12,1217,3,2015,10,12,11,1107,999,34,9,4,320,320,9,4,NEOG,23
1,0102,1,2015,28,7,1,0102,40,38,4,4,320,320,9,9,52,NEOG
1,0102,1,2015,2,12,1,0102,47,43,4,4,320,320,9,2,72,NEOG
1,0102,2,2015,5,11,1,0102,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0102,4,2015,21,11,22,2217,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0102,4,2015,18,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1001,1,2015,11,9,12,1215,999,33,4,9,320,320,1,5,IGNORADO,52
10,1001,1,2015,19,9,10,1004,34,31,4,4,320,320,4,4,43,41
10,1001,1,2015,22,12,10,1001,999,38,9,4,320,320,9,4,IGNORADO,41
10,1001,1,2015,12,12,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,1,2015,18,9,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,1,2015,7,10,10,1014,38,36,4,4,320,320,4,2,74,NEOG
10,1001,1,2015,28,11,10,1002,999,999,9,9,320,320,1,1,NEOG,NEOG
10,1001,2,2015,10,10,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,2,2015,15,10,11,1107,53,44,4,4,320,320,9,2,61,NEOG
10,1001,2,2015,30,12,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,2,2015,19,9,10,1001,29,35,9,9,320,320,1,1,NEOG,NEOG
10,1001,2,2015,12,11,10,1003,35,27,9,4,320,320,1,3,NEOG,52
10,1001,2,2015,29,9,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
10,1001,2,2015,16,10,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,3,2015,22,12,10,1001,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
10,1001,3,2015,2,10,10,1001,32,25,4,4,320,320,4,4,31,23
10,1001,3,2015,28,8,10,1001,30,31,4,4,320,320,4,4,NEOG,23
10,1001,4,2015,3,12,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,4,2015,22,12,10,1002,68,37,4,4,320,320,2,2,52,NEOG
10,1001,4,2015,12,9,10,1001,25,23,4,4,320,320,9,4,NEOG,NEOG
10,1001,5,2015,14,10,10,1001,40,37,4,4,320,320,3,4,72,41
14,1406,5,2015,30,7,14,1406,38,29,1,1,320,320,1,1,61,NEOG
9,0922,1,2015,28,4,9,0920,32,40,4,4,320,320,9,9,NEOG,23
9,0922,1,2015,29,4,9,0922,24,18,9,4,320,320,9,2,IGNORADO,NEOG
16,1601,1,2015,6,8,16,1601,45,37,9,9,320,320,9,9,61,NEOG
16,1601,1,2015,17,10,16,1610,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1601,1,2015,30,10,16,1610,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1601,1,2015,29,8,16,1606,999,999,9,9,320,320,9,9,92,NEOG
16,1601,1,2015,12,12,16,1609,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
16,1601,1,2015,21,7,16,1601,999,999,9,9,320,320,1,1,61,NEOG
16,1601,1,2015,13,5,16,1601,41,37,1,1,320,320,1,4,52,NEOG
16,1601,1,2015,13,3,16,1603,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1601,1,2015,6,8,16,1601,41,37,1,1,320,320,1,4,52,NEOG
16,1601,1,2015,12,6,16,1601,999,999,9,9,320,320,9,9,NEOG,NEOG
16,1601,1,2015,7,2,16,1601,999,999,9,9,320,320,9,9,52,NEOG
16,1601,1,2015,19,11,16,1601,32,28,4,9,320,320,5,1,35,NEOG
16,1601,2,2015,30,10,16,1601,999,999,9,9,320,320,9,9,41,NEOG
16,1601,3,2015,1,12,16,1601,42,999,4,9,320,320,4,1,34,NEOG
16,1601,3,2015,29,12,16,1601,44,27,1,1,320,320,4,3,43,52
16,1601,3,2015,17,10,12,1222,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1601,3,2015,7,11,16,1604,999,999,1,9,320,320,1,9,IGNORADO,IGNORADO
16,1601,3,2015,12,12,1,0101,999,999,9,9,320,320,9,9,72,NEOG
16,1601,4,2015,5,12,16,1601,999,999,9,9,320,320,1,1,NEOG,NEOG
16,1601,4,2015,12,12,16,1601,35,35,4,4,320,320,2,4,83,41
16,1601,5,2015,10,7,16,1601,999,999,9,9,320,320,9,9,83,NEOG
16,1601,5,2015,19,12,16,1605,19,19,1,1,320,320,2,1,92,NEOG
19,1909,1,2015,4,11,19,1909,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0116,1,2015,9,9,1,0116,45,999,4,9,320,320,3,9,IGNORADO,IGNORADO
1,0116,1,2015,17,9,1,0116,999,28,9,4,320,320,9,4,IGNORADO,NEOG
1,0116,1,2015,11,11,1,0116,26,25,4,4,320,320,4,4,72,43
1,0116,2,2015,11,9,3,0307,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0116,2,2015,10,9,1,0116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0116,2,2015,30,9,1,0101,25,26,4,4,320,320,3,3,81,NEOG
1,0116,2,2015,11,8,1,0116,26,25,4,4,320,320,3,3,43,NEOG
1,0116,4,2015,2,12,1,0116,999,31,9,4,320,320,9,9,IGNORADO,NEOG
1,0116,4,2015,18,12,1,0115,999,999,9,9,320,320,9,9,61,52
1,0116,4,2015,17,11,1,0116,36,32,4,4,320,320,4,4,12,51
1,0116,6,2015,18,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0415,1,2015,3,9,4,0415,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
4,0415,2,2015,14,2,4,0401,48,28,4,1,320,320,1,1,61,NEOG
4,0415,3,2015,19,9,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0415,3,2015,24,4,4,0415,33,999,4,9,320,320,9,9,IGNORADO,IGNORADO
5,0503,1,2015,30,9,5,0501,999,999,9,9,320,320,9,9,NEOG,NEOG
5,0503,1,2015,10,11,5,0501,38,24,4,4,320,320,5,4,21,NEOG
5,0503,2,2015,25,3,5,0501,44,32,4,4,320,320,5,4,24,34
5,0503,6,2015,3,11,5,0501,40,39,4,4,320,320,4,2,52,NEOG
5,0513,2,2015,23,1,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0513,2,2015,17,3,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0513,4,2015,15,8,5,0513,23,25,4,4,320,320,9,9,61,NEOG
5,0513,4,2015,23,1,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0513,6,2015,11,12,5,0513,41,23,4,4,320,320,9,9,61,NEOG
11,1106,1,2015,17,9,11,1106,999,30,9,9,320,320,9,2,NEOG,75
16,1615,1,2015,10,11,6,0613,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,1,2015,17,11,1,0101,999,999,9,9,320,320,9,9,51,NEOG
1,0101,1,2015,16,7,1,0115,999,39,9,4,320,320,9,4,NEOG,44
1,0101,1,2015,3,11,1,0101,999,999,9,9,320,320,1,1,NEOG,41
1,0101,1,2015,24,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,3,11,1,0101,42,30,4,4,320,320,5,5,21,26
1,0101,1,2015,29,8,1,0117,34,29,4,4,320,320,3,4,IGNORADO,IGNORADO
1,0101,1,2015,29,9,1,0101,999,999,9,9,320,320,9,9,35,IGNORADO
1,0101,1,2015,1,12,1,0108,999,999,9,9,320,320,4,9,35,NEOG
1,0101,1,2015,29,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,26,8,1,0108,44,34,4,4,320,320,4,5,12,24
1,0101,1,2015,7,8,16,1601,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,7,8,1,0101,999,999,9,9,320,320,1,1,21,43
1,0101,1,2015,13,10,1,0101,34,32,4,4,320,320,4,5,23,26
1,0101,1,2015,29,9,1,0101,30,33,4,4,320,320,5,4,NEOG,NEOG
1,0101,1,2015,27,8,1,0117,32,999,4,9,320,320,2,9,91,IGNORADO
1,0101,1,2015,6,11,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,1,2015,6,10,1,0101,32,34,4,4,320,320,4,5,24,24
1,0101,1,2015,27,10,5,0501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,1,2015,26,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,10,10,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,12,12,1,0108,999,999,9,9,320,320,9,9,52,41
1,0101,1,2015,29,10,1,0108,999,999,9,9,320,320,9,9,92,NEOG
1,0101,1,2015,10,10,1,0101,999,999,9,9,320,222,9,9,52,NEOG
1,0101,1,2015,6,10,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,1,2015,19,8,1,0101,999,999,9,9,320,320,9,9,26,21
1,0101,1,2015,1,10,1,0101,999,999,9,9,320,320,9,9,31,41
1,0101,1,2015,16,9,1,0115,999,999,9,9,320,320,9,9,71,NEOG
1,0101,1,2015,8,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,7,10,1,0101,999,999,9,9,320,320,9,9,34,41
1,0101,1,2015,13,10,13,1304,59,999,4,9,320,320,2,9,61,IGNORADO
1,0101,1,2015,14,3,1,0102,47,44,4,4,320,320,5,5,25,24
1,0101,1,2015,3,11,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,1,2015,12,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,22,8,6,0601,48,999,4,9,320,320,4,9,34,41
1,0101,1,2015,27,10,1,0101,999,999,9,9,320,320,9,9,81,NEOG
1,0101,1,2015,22,9,5,0506,40,33,9,9,320,320,1,1,61,NEOG
1,0101,1,2015,1,10,1,0101,999,999,9,9,320,320,9,9,75,NEOG
1,0101,1,2015,19,12,1,0101,37,33,4,9,320,320,3,1,33,NEOG
1,0101,1,2015,29,12,1,0101,71,36,9,4,320,320,1,4,52,NEOG
1,0101,1,2015,19,9,15,1505,999,46,9,4,320,320,9,2,IGNORADO,NEOG
1,0101,1,2015,26,9,1,0108,49,36,4,4,320,320,4,4,12,51
1,0101,1,2015,12,12,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,1,2015,22,8,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,1,2015,5,9,1,0115,28,27,4,4,320,320,5,5,24,NEOG
1,0101,1,2015,15,7,1,0110,42,34,1,4,320,320,5,5,22,26
1,0101,1,2015,23,10,11,1105,29,36,9,4,320,320,1,5,22,22
1,0101,1,2015,3,10,1,0101,999,999,9,9,320,320,9,9,52,NEOG
1,0101,1,2015,5,11,1,0108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,15,10,1,0102,20,20,4,4,320,320,4,4,NEOG,NEOG
1,0101,2,2015,16,10,11,1108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,6,10,1,0101,999,999,9,9,320,320,9,9,33,NEOG
1,0101,2,2015,12,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2015,30,10,1,0101,53,33,9,4,320,320,1,3,83,NEOG
1,0101,2,2015,18,8,1,0101,33,33,4,9,320,320,5,1,12,26
1,0101,2,2015,5,9,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2015,1,10,1,0101,999,999,9,9,320,320,9,9,NEOG,41
1,0101,2,2015,2,12,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,30,12,1,0101,999,999,9,9,320,320,9,9,NEOG,51
1,0101,2,2015,17,10,3,0312,999,999,9,9,320,156,9,9,IGNORADO,IGNORADO
1,0101,2,2015,25,6,1,0101,999,999,9,9,320,320,9,9,NEOG,23
1,0101,2,2015,12,9,10,1002,999,33,9,4,320,320,9,3,NEOG,NEOG
1,0101,2,2015,12,11,1,0115,25,21,4,4,320,320,9,9,NEOG,NEOG
1,0101,2,2015,12,11,1,0101,999,999,9,9,320,320,9,9,51,81
1,0101,2,2015,6,10,22,2215,999,999,9,9,320,320,9,9,61,IGNORADO
1,0101,2,2015,11,7,1,0110,24,23,4,4,320,320,4,4,33,35
1,0101,2,2015,9,5,1,0101,40,37,9,9,320,320,1,1,NEOG,NEOG
1,0101,2,2015,17,12,1,0101,41,27,1,9,320,214,5,1,NEOG,NEOG
1,0101,2,2015,2,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,12,12,1,0101,28,25,9,9,320,320,1,1,74,NEOG
1,0101,2,2015,18,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,6,10,1,0101,26,20,4,4,320,320,4,4,21,NEOG
1,0101,2,2015,13,7,1,0115,23,25,9,9,320,320,4,1,NEOG,NEOG
1,0101,2,2015,27,10,1,0101,27,26,4,4,320,320,4,4,43,43
1,0101,2,2015,29,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,5,12,6,0603,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,28,4,1,0101,999,999,9,9,320,222,9,9,75,NEOG
1,0101,2,2015,17,10,1,0101,35,45,9,4,320,320,1,4,52,52
1,0101,2,2015,16,10,1,0101,35,25,4,4,320,320,5,5,23,NEOG
1,0101,2,2015,27,11,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,6,8,1,0108,29,28,4,4,320,320,4,4,43,23
1,0101,2,2015,18,12,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0101,2,2015,10,11,1,0108,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0101,2,2015,12,12,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2015,18,9,1,0101,35,31,4,4,320,320,4,5,NEOG,41
1,0101,2,2015,22,7,1,0101,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0101,2,2015,22,12,1,0101,34,21,4,4,320,320,3,4,52,NEOG
1,0101,2,2015,14,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2015,22,4,22,2217,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
1,0101,2,2015,15,5,1,0108,34,27,4,9,320,320,4,9,43,43
1,0101,2,2015,2,12,1,0101,999,999,9,9,320,320,1,9,NEOG,NEOG
1,0101,2,2015,9,8,2,0202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,29,10,1,0101,45,57,9,9,320,320,1,1,NEOG,NEOG
1,0101,2,2015,26,9,1,0101,999,999,9,9,320,320,9,9,52,23
1,0101,2,2015,27,11,1,0116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,2,2015,23,12,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,2,2015,15,10,1,0101,999,999,9,9,320,320,9,9,23,NEOG
1,0101,2,2015,30,12,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,15,12,1,0102,27,21,5,4,320,320,5,4,NEOG,NEOG
1,0101,3,2015,18,11,10,1001,999,999,9,9,320,320,1,1,61,41
1,0101,3,2015,4,3,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,22,12,1,0108,999,999,9,9,320,320,1,1,92,NEOG
1,0101,3,2015,11,11,15,1508,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,5,8,1,0101,32,42,4,9,320,320,5,4,12,41
1,0101,3,2015,17,11,6,0602,39,32,4,4,320,320,1,1,NEOG,NEOG
1,0101,3,2015,5,12,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,27,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,17,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,28,7,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,14,10,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,3,2015,6,10,3,0309,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,9,12,1,0108,38,999,4,9,320,320,5,9,52,NEOG
1,0101,3,2015,13,11,1,0101,28,28,9,4,320,320,9,4,NEOG,43
1,0101,3,2015,27,11,19,1901,38,41,9,4,320,320,9,4,IGNORADO,23
1,0101,3,2015,27,2,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,3,2015,25,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,30,12,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0101,3,2015,3,9,1,0115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,15,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,27,11,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,25,11,1,0101,999,999,9,9,320,320,9,9,NEOG,26
1,0101,3,2015,17,11,1,0101,25,26,4,4,320,320,4,4,13,NEOG
1,0101,3,2015,28,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,12,12,1,0101,999,999,9,9,320,320,1,1,35,35
1,0101,3,2015,14,2,1,0108,44,37,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,23,5,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,1,4,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,10,4,1,0116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,24,10,19,1903,32,28,4,4,320,320,9,9,NEOG,NEOG
1,0101,3,2015,29,1,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,3,2015,30,4,1,0103,999,999,4,9,320,320,1,1,26,26
1,0101,3,2015,30,10,1,0108,44,34,9,9,320,320,5,5,52,NEOG
1,0101,3,2015,29,4,1,0101,999,999,9,9,320,320,9,9,NEOG,81
1,0101,3,2015,20,11,1,0101,999,999,9,9,320,320,9,9,25,NEOG
1,0101,3,2015,30,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2015,1,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2015,2,12,1,0101,26,27,9,9,320,320,4,2,35,NEOG
1,0101,4,2015,2,10,1,0101,44,31,4,4,320,320,5,5,23,26
1,0101,4,2015,19,12,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,4,2015,3,12,1,0101,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0101,4,2015,9,12,1,0101,999,999,9,9,320,320,9,9,IGNORADO,21
1,0101,4,2015,16,7,1,0115,999,999,9,9,320,320,9,9,72,NEOG
1,0101,4,2015,12,2,1,0101,39,27,4,4,320,320,4,3,31,NEOG
1,0101,4,2015,13,11,5,0508,44,999,9,9,320,320,1,9,83,IGNORADO
1,0101,4,2015,23,9,1,0101,50,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2015,9,10,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2015,24,10,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2015,26,9,1,0101,40,43,4,4,320,320,4,4,NEOG,NEOG
1,0101,4,2015,3,12,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2015,28,12,1,0108,999,37,9,4,320,320,9,4,NEOG,NEOG
1,0101,4,2015,27,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,4,2015,13,10,1,0108,25,25,4,4,320,320,4,3,35,NEOG
1,0101,5,2015,5,2,10,1010,999,999,9,9,320,320,9,9,41,NEOG
1,0101,5,2015,19,2,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2015,24,7,1,0101,33,21,9,4,320,320,3,3,93,NEOG
1,0101,5,2015,6,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2015,18,12,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2015,10,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2015,13,6,1,0101,999,37,9,4,320,320,9,4,81,41
1,0101,5,2015,18,7,1,0101,999,999,9,9,320,320,9,9,43,NEOG
1,0101,5,2015,27,11,1,0101,999,999,9,9,320,320,9,9,NEOG,26
1,0101,5,2015,13,11,1,0101,46,43,4,4,320,320,1,1,NEOG,NEOG
1,0101,5,2015,17,11,1,0101,31,26,9,9,320,320,9,9,NEOG,NEOG
1,0101,5,2015,29,8,1,0108,34,37,9,9,320,320,1,1,NEOG,NEOG
1,0101,5,2015,28,4,1,0101,999,999,9,9,320,320,9,9,34,41
1,0101,5,2015,4,8,16,1601,27,27,9,9,320,320,1,1,NEOG,NEOG
1,0101,5,2015,3,9,1,0101,999,999,9,9,320,320,9,1,NEOG,NEOG
1,0101,6,2015,10,10,12,1201,999,999,4,4,320,320,4,9,72,NEOG
1,0101,6,2015,1,9,1,0101,29,24,4,4,320,320,5,4,25,23
1,0101,6,2015,23,10,1,0102,26,21,4,4,320,320,9,9,NEOG,NEOG
1,0101,6,2015,3,9,1,0101,31,30,4,9,320,320,4,1,NEOG,NEOG
1,0101,6,2015,28,4,1,0101,26,999,4,9,320,320,4,9,31,NEOG
1,0101,6,2015,10,10,1,0108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0101,6,2015,10,7,1,0116,31,22,4,4,320,320,9,4,NEOG,NEOG
1,0101,6,2015,25,11,1,0108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,0101,6,2015,12,11,1,0101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,0106,2,2015,10,12,1,0107,999,40,9,1,320,320,9,2,NEOG,52
1,0106,3,2015,7,10,1,0106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0106,4,2015,29,9,1,0106,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,0113,3,2015,16,12,1,0113,999,999,9,9,320,320,9,9,61,NEOG
1,0113,5,2015,14,8,1,0113,999,999,9,9,320,320,9,9,61,NEOG
1,0113,5,2015,17,3,1,0113,999,999,9,9,320,320,9,9,NEOG,NEOG
4,0413,2,2015,1,12,4,0401,29,22,1,4,320,320,4,4,NEOG,NEOG
4,0413,3,2015,28,11,4,0413,43,37,1,1,320,320,1,1,61,NEOG
4,0413,4,2015,30,12,6,0604,999,999,9,9,320,320,9,1,IGNORADO,NEOG
4,0413,6,2015,18,7,4,0413,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0508,4,2015,18,12,5,0508,41,999,4,4,320,320,2,2,61,IGNORADO
16,1616,5,2015,15,10,16,1616,25,22,1,1,320,320,3,1,NEOG,NEOG
1,0111,3,2015,10,11,1,0101,999,999,9,9,320,320,9,9,72,NEOG
1,0111,3,2015,20,11,1,0110,29,26,4,4,320,320,3,4,NEOG,41
1,0111,5,2015,7,11,1,0101,27,25,4,9,320,320,4,1,NEOG,NEOG
16,1613,3,2015,18,12,16,1613,999,34,1,4,320,320,1,1,61,NEOG
12,1202,1,2015,16,10,12,1202,999,999,1,1,320,320,1,1,81,NEOG
12,1202,2,2015,12,12,12,1201,999,29,4,9,320,320,9,9,IGNORADO,IGNORADO
12,1202,2,2015,16,12,12,1202,999,999,9,9,320,320,1,1,NEOG,NEOG
12,1202,4,2015,3,11,12,1202,999,33,9,4,320,320,9,4,NEOG,41
12,1202,5,2015,29,12,12,1202,31,31,9,9,320,320,9,9,NEOG,41
11,1106,1,2015,3,12,10,1002,999,999,9,9,320,320,2,2,61,NEOG
11,1106,2,2015,27,11,10,1002,49,44,4,4,320,320,3,2,IGNORADO,NEOG
11,1106,2,2015,9,12,11,1106,999,31,4,4,320,320,9,3,61,NEOG
1,0104,2,2015,14,10,1,0104,999,999,9,9,320,320,9,9,52,NEOG
1,0104,2,2015,30,12,1,0104,999,999,9,9,320,320,9,9,61,NEOG
1,0104,3,2015,12,8,1,0104,25,24,4,4,320,320,5,4,NEOG,41
1,0104,3,2015,26,11,1,0101,38,999,9,9,320,320,9,9,IGNORADO,NEOG
3,0308,1,2015,24,9,3,0308,999,999,9,9,320,320,9,9,NEOG,NEOG
